7247;Kuruha;कुरुह;Kuruha;कुरुह;Tree, ‘Growing from the Earth’;0;1;Sanskrit;MW;;;
7248;Kush ;कुश्;Kush ;कुश्;to Embrace, Hug;0;1;Sanskrit;MW;;;
7249;Kusha;कुश;;;Sacred Grass;0;1;Sanskrit;MW;;;
7250;Kushal;कुशल;Kushala;कुशल;Religious Merit;0;1;Sanskrit;MW;;;
7251;Kushal;कुशल;Kushalā;;Healthy, Well-Being;0;1;Sanskrit;MW;;;
7252;Kushalin;कुशलिन्;Kushalin;कुशलिन्;Auspicious, Healthy, Prosperous;0;1;Sanskrit;MW;;;
7253;Kushi;कुशि;;;Owl;0;1;Sanskrit;MW;;;
7254;Kushīlava;कुशीलव;Kushīlavā;;Actor, Actress;0;1;Sanskrit;MW;;;also: Kusheelava
7255;Kushītaka;कुषीतक;;;kind of Bird;0;1;Sanskrit;MW;;;also: Kusheetaka
7256;Kushyati;कुश्यति;Kushyati;कुश्यति;to Embrace, Hug;0;1;Sanskrit;MW;;;
7257;Kusum;कुसुम;Kusuma;कुसुम;Flower, Blossom;0;1;Sanskrit;OD;MW;**;
7258;Kusumakar;कुसुमाकर;;;Garden;0;1;Hindi;HD;;;
7259;;;Kusumanjali;कुसुमाञ्जलि;Offering of Flowers;0;1;Sanskrit;MW;;;
7260;;;Kusumakomala;कुसुमकोमल;Tender as a Flower;0;1;Sanskrit;MW;;;
7261;Kusumbha;कुसुम्भ;Kusumbha;कुसुम्भ;Safflower ;0;1;Sanskrit;MW;;;
7262;Kusumbham;;;;Golden, colour of Safflower ;0;1;Sanskrit;MW;;;
7263;;;Kusumita;कुसुमित;Blossomed;0;1;Sanskrit, Hindi;MW;HD;;
7264;Kusumodam;;Kusumodam;;‘Flower-Sea,’ sea of flowers;0;1;Sanskrit;MW;;;
7265;Kusumya;कुसुम्य;Kusumya;कुसुम्य;to begin to Flower;0;1;Sanskrit;MW;;;
7266;Kuta;कूट;Kuta;कूट;House;0;1;Sanskrit;MW;;;
7267;Kūta;कुट;Kūta;कुट;Mountain Peak, summit;0;1;Sanskrit;MW;;;also: Koota
7268;Kutaka;कुटक;;;kind of Tree;0;1;Sanskrit;MW;;;
7269;;;Kutapinī;कुटपिनी;Lotus plant;0;1;Sanskrit;MW;;;also: Kutapinee
7270;Kūtastha;कूटस्थ;Kūtastha;कूटस्थ;"the Eternal, the immortal, indestructible; the essential; the supreme Soul";0;1;Sanskrit, Hindi;OB;SD, Onl;;also: Kootastha
7271;Kūteer;;Kūteera;कुटीर;small Shrine, a small place, a small Hut;0;1;Sanskrit;OD;MW;*;also: Kooteera
7272;Kutha;कुठ;Kutha;कुठ;a Tree;0;1;Sanskrit;MW;;;
7273;;;Kūti;कुटि;Hut, Cottage;0;1;Sanskrit;MW;;;also: Kooti
7274;;;Kūtika;कुटिका;a Hut;0;1;Sanskrit;MW;;;also: Kootika
7275;;;Kutilagā;कुटिलगा;River;0;1;Sanskrit;MW;;;also: Kutilagaa
7276;Kutilagesha;कुटिलगेश;;;Ocean, ‘Lord of Rivers’;0;1;Sanskrit;MW;;;
7277;Kutis;;;;a Tree;0;1;Sanskrit;MW;;;
7278;Kutomūla;;Kutomūla;;the Question ‘having what Origin?’;0;1;Sanskrit;MW;;;also: Kutomoola
7279;Kutra;;Kutra;;the Question ‘Where?’;0;1;Sanskrit;MW;;;
7280;Kuttāra ;;;;Mountain;0;1;Sanskrit;MW;;;also: Kuttaara 
7281;Kutteera;;;;Mountain;0;1;Sanskrit;MW;;;
7282;Kuttima;;Kuttimā ;;Mosaic;0;1;Sanskrit;MW;;;also (f): Kuttimaa
7283;Kutūhala;;Kutūhala;;Excellent, Wonderful, surprising;0;1;Sanskrit;MW;;;also: Kutoohala
7284;Kutūhalam;;Kutūhalam;;interest in the Extraordinary;0;1;Sanskrit;MW;;;also: Kutoohalam. Add: 'Veet' or 'Mukta'
7285;Kutumba;;Kutumba;;Family;0;1;Sanskrit;MW;;;
7286;Kuva;;Kuva;;Lotus;0;1;Sanskrit;MW;;;
7287;Kuvalaya;;Kuvalaya;;Blue Lotus, that opens at night;0;1;Sanskrit;MW;;;
7288;Kuvama;;;;the Sun;0;1;Sanskrit;MW;;;
7289;Kuvaya;;;;kind of Bird;0;1;Sanskrit;MW;;;
7290;Kuvela;;Kuvela;;Blue Lotus;0;1;Sanskrit;MW;;;
7291;Kvana;;Kvana;;Sound of a Musical instrument;0;1;Sanskrit;MW;;;
7292;Kvanana;;Kvanana;;Sound of a Musical instrument;0;1;Sanskrit;MW;;;
7293;Kvayi ;;Kvayi ;;kind of Bird;0;1;Sanskrit;MW;;;
7294;Kyogen ;;;;name of a Zen Master ;0;1;Japanese;OB;;;
7295;Kyorin;;;;name of a Chinese Zen Master;0;1;Japanese;OB;;;
7296;Kyozan;;;;name of a Chinese Zen Master;0;1;Japanese;OB;;;
7297;;;Lā;ला;Giving or Receiving;0;1;Sanskrit;MW;;;also: Laa
7298;;;Labdhi;लब्धि;Acquiring;0;1;Sanskrit;MW;;;
7299;;;Labdhri;लब्धृ;Receiver;0;1;Sanskrit;MW;;;
7300;Lābha ;लाभ;Lābha ;लाभ;Perception, Attaining;0;1;Sanskrit;MW;;;also: Laabha
7301;Lābhaka;लाभक;Lābhaka;लाभक;Advantage;0;1;Sanskrit;MW;;;also: Laabhaka
7302;Labhana;लभन;Labhana;लभन;Conception ;0;1;Sanskrit;MW;;;
7303;Labhate;लभते ;Labhate;लभते ;to Receive;0;1;Sanskrit;MW;;;
7304;Labhya;लभ्य;Labhya;लभ्य;Intelligible, to be Understood;0;1;Sanskrit;MW;;;
7305;;;Lābhukī ;लाबुकी;a Lute, Musical instrument;0;1;Sanskrit;MW;;;also: Laabhukee
7306;Ladaha ;लडह;Ladaha ;लडह;Beautiful, Handsome ;0;1;Sanskrit;MW;;;
7307;Lādana;लाबुकी;Lādana;लाबुकी;Caressing;0;1;Sanskrit;MW;;;also: Laadana
7308;Lagada;लगड;Lagada;लगड;Beautiful, Handsome;0;1;Sanskrit;MW;;;
7309;Lāghava;लाघव;Lāghava;लाघव;Swiftness, Lightness, Ease;0;1;Sanskrit;MW;;*;also: Laaghava
7310;Laghima ;;Laghima ;;power to Fly;0;1;Sanskrit;OD;MW;*;
7311;Laghiman;लघिमन्;;;Lightness, Weightless;0;1;Sanskrit;MW;;;
7312;Laghu;लघु;Laghu;लघु;Easy, Lightness, Quick;0;1;Sanskrit;MW;;;
7313;;;Laghutā;लघुता;Thoughtless, Light-minded, Quickness;0;1;Sanskrit;MW;;;also: Laghutaa
7314;Laghutva;लघुत्व;Laghutva;लघुत्व;Quickness, Thoughtlessness ;0;1;Sanskrit;MW;;;
7315;;;Laghvī;;Easy, Lightness, Quick;0;1;Sanskrit;MW;;;also: Laghvee
7316;Lagnaha;;;;Auspicious Day;0;1;Sanskrit;MW;;;
7317;Lagna Hridaye ;;Lagna Hridaye ;;one who has penetrated the Heart;1;1;Sanskrit;MW;;;
7318;Lagna Marge ;;Lagna Marge ;;Following the Path, following the Road ;1;1;Sanskrit;MW;;;
7319;Lagna Shubha ;;Lagna Shubha ;;Auspicious moment to Begin;1;1;Sanskrit;MW;;;
7320;;;Lahari;लहरि;large Wave;0;1;Sanskrit;MW;;;
7321;Lainati;लैणति ;Lainati;लैणति ;to Embrace, to Hug;0;1;Sanskrit;MW;;;
7322;;;Laila; ليلى;Night, born at night, Sweetheart, name of famous Lover;0;1;Arabic;OD;Onl;**;
7323;Lahma;;Lahma;;Moment;0;1;Sanskrit;S;MW;*;
7324;Lajati;लजति;Lajati;लजति;to be Ashamed ;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7325;;;Lajjā;लज्जा;Shame ;0;1;Sanskrit;MW;;;also: Lajjaa. Add: 'Veet' or 'Mukta'
7326;;;Lajjāya;;to be Ashamed ;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7327;;;Lajyā;लज्या;Shame ;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7328;Laka;लक;Laka;लक;Forehead;0;1;Sanskrit;MW;;;
7329;Lakaksha;;Lakakshi;;Eye of the forehead, the 3rd Eye;0;1;Sanskrit;SP;;;
7330;Lakh ;लख्;Lakh ;लख्;to Go, to Move ;0;1;Sanskrit;MW;;;
7331;;;Lākinī;;Tantra Goddess;0;1;Sanskrit;MW;;;also: Laakinee
7332;Laksha;लक्ष;Laksha;लक्ष;to Aim, Target, goal;0;1;Sanskrit;OD;MW;*;
7333;Lakshana ;लक्षणा;Lakshana ;लक्षणा;Symbol, mark;0;1;Sanskrit;MW;;;
7334;;;Lakshanā;लक्षणा;Aiming at;0;1;Sanskrit;MW;;;also: Lakshanaa
7335;Lakshanīya;लक्षणीय;Lakshanīya;लक्षणीय;Visible, Perceivable;0;1;Sanskrit;MW;;;also: Lakshaneeya
7336;Lakshate;लक्षते;Lakshate;लक्षते;to Observe, to Perceive;0;1;Sanskrit;MW;;;
7337;Laksheekri;लक्षीकृ;Laksheekri;लक्षीकृ;to Aim towards;0;1;Sanskrit;MW;;;
7338;Lakshen;;;;Goal;0;1;Sanskrit;OD;MW;*;
7339;Lakshita;लक्षित;Lakshita;लक्षित;Enquired into, Examined;0;1;Sanskrit;MW;;;
7340;Lakshman;लक्ष्मन्;;;Characteristic or Lucky Mark;0;1;Sanskrit;MW;;;
7341;Lakshmana;लक्ष्मण;Lakshmana;लक्ष्मण;Lucky, Fortunate;0;1;Sanskrit;MW;;;
7342;;;Lakshmī;लक्ष्मी;Goddess of Fortune and Beauty;0;1;Sanskrit;S;MW;***;also: Laksmee or Laxmi or Laxmee
7343;Lakshya;लक्ष्य;Lakshya;लक्ष्य;Observable, Perceptible ;0;1;Sanskrit;MW;;;
7344;;;Lakshyatā;लक्ष्यता;Visibility;0;1;Sanskrit;MW;;;also: Lakshyataa
7345;Lakta;लक्त;;;Red;0;1;Sanskrit;MW;;;
7346;Lala ;लल;Lala;लल;"Playful; Garden";0;1;Sanskrit;MW;;;
7347;Lālaka;लालक;;;Caressing;0;1;Sanskrit;MW;;;also: Laalaka
7348;Lalalla;ललल्ल;Lalalla;ललल्ल;Murmuring, indistinct utterance;0;1;Sanskrit;MW;;;
7349;Lalāma;ललाम;Lalāmī;;Decoration on Forehead;0;1;Sanskrit;MW;;;also: Lalaama
7350;Lalāmaka;ललामक;Lalāmaka;ललामक;chain of Flowers worn on Forehead;0;1;Sanskrit;MW;;;also: Lalaamaka
7351;Lalana;ललन;Lalana;ललन;Playing;0;1;Sanskrit;MW;;;
7352;Lālana;लालन;Lālana;लालन;Caressing;0;1;Sanskrit;MW;;;also: Laalana
7353;Lālanīya;लालनीय;Lālanīya;लालनीय;to be Caressed;0;1;Sanskrit;MW;;;also: Laalaneeya
7354;Lālasa;लालस;Lālasā ;;Desire for …, Longing for…;0;1;Sanskrit;OD;MW;*;also: Laalasa
7355;Lalāta;ललाट;Lalāta;ललाट;Forehead;0;1;Sanskrit;MW;;;also: Lalaata
7356;Lālāta;लालाट;Lālātī;लालाटी;in or on the Forehead;0;1;Sanskrit;MW;;;also: Laalaata / Laalaatee
7357;Lalātaka;ललाटक;Lalātaka;ललाटक;Mark on the Forehead;0;1;Sanskrit;MW;;;also: Lalaataka
7358;Lalati;ललति;Lalati;ललति;to Play ;0;1;Sanskrit;MW;;;
7359;;;Lālātī;लालाटी;Forehead;0;1;Sanskrit;MW;;;also: Laalaatee
7360;Lālātika;लालाटिक;Lālātikā;ललाटिका;one who watches his/her Master's face;0;1;Sanskrit;MW;;;
7361;;;Lālātikī;;one who watches her Master's face;0;1;Sanskrit;MW;;;
7362;Lalchand;;;;Red Moon;0;1;Hindi;HD;;;
7363;Lāleela;;Lāleela;;name of Agni the Fire God;0;1;Sanskrit;MW;;;also: Laaleela
7364;Lālin;लालिन्;Lālin;लालिन्;Caressing;0;1;Sanskrit;MW;;;also: Laalin
7365;;;Lali;लाली;Beautiful Beloved Girl;0;1;Hindi;HD;;;
7366;;;Lali;लाली;Redness;0;1;Hindi;OD;HD;;
7367;;;Lālika;लालिका;Caressing;0;1;Sanskrit;MW;;;also: Laalika
7368;Lalit                            ;;Lalita;ललित;Lovely, Graceful, Beautiful;0;1;Sanskrit;OD;MW;***;
7369;Lālit;;Lālita;ललित;Caressed, Joy, Love ;0;1;Sanskrit;MW;;;also: Laalita
7370;Lalitesh;;;;God of Beauty;0;1;Hindi;HD;;;
7371;;;Lālitya;लालित्य;Loveliness, Grace;0;1;Sanskrit;MW;;;also: Laalitya
7372;;;Lalla;;name of a mystic Kashmiri woman, Tulip Flower;0;1;Persian ;OB;Onl;*;
7373;;;Lalla;;very small Child, not yet learned anything of the world, utterly Innocent;0;1;?;OB;?;;Unconfirmed
7374;Lamaka;लमक;Lamaka;लमक;Lover;0;1;Sanskrit;MW;;;
7375;Lambara;लम्बर;Lambara;लम्बर;a Drum;0;1;Sanskrit;MW;;;
7376;Lambhana;लम्भन;Lambhana;लम्भन;Receiving ;0;1;Sanskrit;MW;;;
7377;Lambhate;लम्भते;Lambhate;लम्भते;to Sound ;0;1;Sanskrit;MW;;;
7378;Lambhika;;Lambhika;;Indian Cuckoo ;0;1;Sanskrit;MW;;;
7379;Lambhita;लम्भित;Lambhita;लम्भित;Given;0;1;Sanskrit;MW;;;
7380;Lambika;लम्बिक;Lambika;लम्बिक;Indian Cuckoo ;0;1;Sanskrit;MW;;;
7381;Lambin ;लम्बिन्;Lambin ;लम्बिन्;Pendent;0;1;Sanskrit;MW;;;
7382;Lambita;लम्बित;Lambita;लम्बित;Pendent;0;1;Sanskrit;MW;;;
7383;;;Lambushā ;लम्बुषा;Seven stringed Necklace;0;1;Sanskrit;MW;;;also: Lambushaa
7384;;;Lamha;;Moment, Time;0;1;Hindu;S;HD;;
7385;Lampata;लम्पट;Lampatā ;;Greediness;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7386;Lampha;लम्फ;Lampha;लम्फ;a Jump, a Leap;0;1;Sanskrit;MW;;;
7387;Lanchana;लाञ्छन;Lanchana;लाञ्छन;Mark, sign;0;1;Sanskrit;MW;;;
7388;Lanchita;लाञ्छित;Lanchita;लाञ्छित;Decorated with a Mark;0;1;Sanskrit;MW;;;
7389;Langa;लङ्ग;Langa;लङ्ग;Lover;0;1;Sanskrit;MW;;;
7390;Langhana;लङ्घन;Langhana;लङ्घन;to Jump over, to Ascend;0;1;Sanskrit;MW;;;
7391;Langhita;लङ्घित;Langhita;लङ्घित;to go Beyond, to Surpass ;0;1;Sanskrit;MW;;;
7392;Langiman;लङ्गिमन्;Langiman;लङ्गिमन्;Union;0;1;Sanskrit;MW;;;
7393;;;Lani;;Sky;0;1;Hawaiian;S;;*;
7394;Lāpa;लाप;Lāpa;लाप;Speaking;0;1;Sanskrit;MW;;;also: Laapa
7395;Lapana;लपन;Lapana;लपन;Speaking;0;1;Sanskrit;MW;;;
7396;Lāpin;लापिन्;Lāpin;लापिन्;Speaking;0;1;Sanskrit;MW;;;also: Laapin
7397;;;Lāpinikā ;लापिनिका;Conversation;0;1;Sanskrit;MW;;;also: Laapinikaa
7398;Lapita;लपित;Lapita;लपित;Spoken;0;1;Sanskrit;MW;;;
7399;Larbati;लर्बति ;Larbati;लर्बति ;to Go;0;1;Sanskrit;MW;;;
7400;Las ;लस्;Las ;लस्;Shining;0;1;Sanskrit;MW;;;
7401;Lasa;लस;Lasa;लस;Playing, Shining;0;1;Sanskrit;MW;;;
7402;Lāsa;लास;Lāsa;लास;Dancing;0;1;Sanskrit;MW;;;also: Laasa
7403;Lasadanshu;लसदंशु;Lasadanshu;लसदंशु;having flashing Rays;0;1;Sanskrit;MW;;;
7404;Lāsaka;लासक;Lāsikā;;Dancer;0;1;Sanskrit;MW;;;also: Laasaka
7405;Lasati ;लसति;Lasati ;लसति;to Shine, to Glitter, to Play;0;1;Sanskrit;MW;;;
7406;Lāsayati;लासयति;Lāsayati;लासयति;to Teach to Dance;0;1;Sanskrit;MW;;;also: Laasayati
7407;Lashana;लषण;Lashana;लषण;one who Desires or Longs for;0;1;Sanskrit;MW;;;
7408;Lashati;लषति;Lashati;लषति;to Desire;0;1;Sanskrit;MW;;;
7409;Lashita;लषित;Lashita;लषित;Desired, wished;0;1;Sanskrit;MW;;;
7410;Lashva;लष्व;Lashva;लष्व;Dancer, Actor ;0;1;Sanskrit;MW;;;
7411;Lāsika;लासिक;Lāsika;लासिक;Dancing;0;1;Sanskrit;MW;;;also: Laasika
7412;Lāsin;लासिन्;Lāsin;लासिन्;Dancing;0;1;Sanskrit;MW;;;also: Laasin
7413;Lasita;लसित;Lasita;लसित;Played;0;1;Sanskrit;MW;;;
7414;Lasta;लस्त;Lasta;लस्त;Embraced;0;1;Sanskrit;MW;;;
7415;Lāsya;लास्य;Lāsya;लास्य;Dancing, a love dance;0;1;Sanskrit;MW;;;also: Laasya
7416;Lāsyaka;लास्यक;Lāsyaka;लास्यक;a Dance;0;1;Sanskrit;MW;;;also: Laasyaka
7417;;;Latā;लता;Creeper;0;1;Sanskrit;MW;;;also: Lataa
7418;Lāta;लात;Lāta;लात;Received;0;1;Sanskrit;MW;;;also: Laata
7419;Lāta;लाट;Lāta;लाट;Childlike Language;0;1;Sanskrit;MW;;;also: Laata
7420;Latāmani;लतामणि;Latāmani;लतामणि;Coral;0;1;Sanskrit;MW;;;also: Lataamani
7421;Latabha;लटभ;Latabhā ;लटभा;Handsome, Beautiful;0;1;Sanskrit;MW;;;also (f): Latabhaa
7422;Lataha;लटह;Lataha;लटह;Handsome, Beautiful;0;1;Sanskrit;MW;;;
7423;Lateef;اللطيف;Lateefa;;God, the Subtle one, subtly kind, gentle, gracious;0;1;Arabic;99N;;;(Sufi)
7424;;;Lāti;लाति;Receiving;0;1;Sanskrit;MW;;;also: Laati
7425;Latīf;اللطيف;Latīfa;;God, the Subtle one, subtly kind, gentle, gracious;0;1;Arabic;OD;99N;**;also: Lateef
7426;Lātyāya;लाट्याय;Lātyāya;लाट्याय;to Live;0;1;Sanskrit;MW;;;also: Laatyaaya
7427;Lauhita;लौहित;Lauhita;लौहित;Shiva’s Trident;0;1;Sanskrit;MW;;;
7428;Laukika;लौकिक;Laukikī ;;Worldly, Ordinary Life, Mankind;0;1;Sanskrit;MW;;;
7429;Laukya;लौक्य;Laukya;लौक्य;Worldly;0;1;Sanskrit;MW;;;
7430;Laulya;लौल्य;Laulya;लौल्य;Restless ;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7431;Lavana;लवन;Lavana;लवन;Cutter, reaper;0;1;Sanskrit;MW;;;
7432;Lavana;लवण;Lavanā;;Beauty, Grace, tasteful, salt water sea;0;1;Sanskrit;MW;;;
7433;;;Lāvanyā ;लावण्य;Beauty that comes in love, suffused with love: Grace, Loveliness, tasty, salty;0;1;Sanskrit;OD;MW;**;also: Laavanyaa
7434;;;Lavi ;लवि;Cutting, sharp;0;1;Sanskrit;MW;;;
7435;;;Laxmi;लक्ष्मी;Goddess of Fortune and Beauty;0;1;Sanskrit;S;;***;also: Lakshmi
7436;Laya;लय;Laya;लय;utterly drowned, Dissolved in, utterly Absorbed: Melting;0;1;Sanskrit;OD;MW;**;
7437;Laya;लय;Laya;लय;Rhythm, Union of song, music and dance;0;1;Sanskrit;S;MW;*;
7438;Laya;लय;Laya;लय;making the Mind inactive or Indifferent;0;1;Sanskrit;MW;;;
7439;Layagata;लयगत;Layagata;लयगत;Dissolved, Melted;0;1;Sanskrit;MW;;;
7440;Layakāla;लयकाल;Layakāla;लयकाल;Time of Dissolution, time to dissolve or Melt;0;1;Sanskrit;MW;;;also: Layakaala
7441;Layālamba;लयालम्ब;Layālamba;लयालम्ब;Dancer, Actor;0;1;Sanskrit;MW;;;also: Layaalamba
7442;Layālaya;लयालय;Layālaya;लयालय;Destruction and non-destruction, Dissolution and non-dissolution;0;1;Sanskrit;MW;;;
7443;Layana;लयन;Layana;लयन;House, place of rest;0;1;Sanskrit;MW;;;
7444;Layapūrna;;Layapūrna;;Harmonious, to Melt or Dissolve totally;0;1;Sanskrit;MW;;;also: Layapoorna
7445;Layate;लयते;Layate;लयते;to Go;0;1;Sanskrit;MW;;;
7446;;;Leelā;लीला;Play, divine play;1;0;Sanskrit;OD;MW;**;also: Leelaa 
7447;;;Leelā;लीला;Play, divine play;0;1;Sanskrit;OD;MW;*****;also: Leelaa 
7448;;;Leelābja;;Playing with a Lotus Flower;0;1;Sanskrit;MW;;;also: Leelaabja
7449;Leelādhar;;;;God of Playing;0;1;Hindi;OD;HD;*;also: Leelaadhar
7450;Leelādyāna;;Leelādyāna;;Pleasure Garden;0;1;Sanskrit;MW;;;also: Leeladyaana
7451;;;Leelākamala;लीलाकमल;Playing with a Lotus Flower;0;1;Sanskrit;MW;;;also: Leelaakamala
7452;Leelākhela;लीलाखेल;Leelākhela;लीलाखेल;Moving Playfully;0;1;Sanskrit;MW;;;also: Leelaakhela
7453;Leelāmaya ;लीलामय;Leelāmaya ;लीलामय;consisting of Play;0;1;Sanskrit;MW;;;also: Leelaamaya
7454;Leelānand;;Leelānandā;;Blissful Play;0;1;Sanskrit;Sp;;;also: Leelaanand / Leelaanandaa
7455;;;Leelāpadma;;Playing with a Lotus Flower;0;1;Sanskrit;MW;;;also: Leelaapadma
7456;;;Leelātanu;लीलातनु;Body for Playing;0;1;Sanskrit;SD;;;also: Leelaatanu
7457;;;Leelāvāpī;लीलावापी;Lake of Play and pleasure;0;1;Sanskrit;MW;;;also: Leelavaapee
7458;Leelāvat ;लीलावत्;Leelāvat ;लीलावत्;Graceful, Beauty;0;1;Sanskrit;MW;;;also: Leelaavat 
7459;;;Leelāvati;लीलवती;Goddess Durga, beautiful Woman of Play;0;1;Sanskrit, Hindi;MW;HD;;also: Leelaavati
7460;Leelāya;लीलाय;Leelāya;लीलाय;to Play;0;1;Sanskrit;MW;;;also: Leelaaya
7461;Leelāyita ;लीलायित;Leelāyita ;लीलायित;Playing;0;1;Sanskrit;MW;;;also: Leelaayita
7462;Leelodyān;लीलोद्यान;Leelodyāna ;लीलोद्यान;Divine Garden of Pleasure;0;1;Sanskrit;MW;;;also: Leelodyaana 
7463;;;Leena;लीन;Absorbed into, Dissolved into;0;1;Sanskrit;OD;MW;***;
7464;Lekhaka;लेखक;Lekhaka;लेखक;Writer;0;1;Sanskrit;MW;;;
7465;Lelaya;लेलाय;Lelaya;लेलाय;Moving;0;1;Sanskrit;MW;;;
7466;;;Lela;लेला;Shaking;0;1;Sanskrit;MW;;;
7467;Lepana;लेपन;Lepana;लेपन;Anointing;0;1;Sanskrit;MW;;;
7468;Lesha;लेश;Lesha;लेश;Atom;0;1;Sanskrit;MW;;;
7469;Leshya ;लेश्य;Leshyā ;;Light ;0;1;Sanskrit;MW;;;
7470;Leta;लेत;Leta;लेत;Tears;0;1;Sanskrit;MW;;;
7471;Leya;लेय;Leya;लेय;Zodiac sign of Leo;0;1;Sanskrit;MW;;;
7472;Libnani;;;;name of a Sufi Master;0;1;Arabic;OB;;;(Sufi)
7473;Likhitri;लिखितृ;Likhitri;लिखितृ;Painter;0;1;Sanskrit;MW;;;
7474;Limpa;लिम्प;Limpa;लिम्प;Anointing;0;1;Sanskrit;MW;;;
7475;Lingana;लिङ्गन;Lingana;लिङ्गन;Embrace;0;1;Sanskrit;MW;;;
7476;Lingati;लिङ्गति ;Lingati;लिङ्गति ;to Go;0;1;Sanskrit;MW;;;
7477;Lingayati;लिङ्गयति;Lingayati;लिङ्गयति;to Paint;0;1;Sanskrit;MW;;;
7478;Lingin;लिङ्गिन्;Lingin;लिङ्गिन्;having a Mark, external appearance corresponding to inner Self;0;1;Sanskrit;MW;;;
7479;Lingya;लिङ्ग्य;Lingya;लिङ्ग्य;Embraced;0;1;Sanskrit;MW;;;
7480;Linkhati;लिङ्खति;Linkhati;लिङ्खति;to Go, to Move;0;1;Sanskrit;MW;;;
7481;Lipa;लिप;Lipī;लिप;Anointing;0;1;Sanskrit;MW;;;
7482;Lipikara;लिपिकर;Lipikara;लिपिकर;Writer;0;1;Sanskrit;MW;;;
7483;Lipsita;लिप्सित;Lipsita;लिप्सित;Desired;0;1;Sanskrit;MW;;;
7484;Lipta;लिप्त;Lipta;लिप्त;Anointed;0;1;Sanskrit;MW;;;
7485;;;Lipti;लिप्ति;Ointment;0;1;Sanskrit;MW;;;
7486;Lishati ;लिशति;Lishati ;लिशति;to Go, to Move ;0;1;Sanskrit;MW;;;
7487;Lishva;लिष्व;Lishva;लिष्व;Dancer, Actor;0;1;Sanskrit;MW;;;
7488;Livikara;लिविकर;Livikara;लिविकर;Writer;0;1;Sanskrit;MW;;;
7489;Lobha;लोभ;Lobha;लोभ;Confusion ;0;1;Sanskrit;MW;;;Add: 'Veet' or 'Mukta'
7490;Lobhin;लोभिन्;Lobhin;लोभिन्;Longing for, Desire;0;1;Sanskrit;MW;;;
7491;Lobhita;लोभित;Lobhita;लोभित;Seduced;0;1;Sanskrit;MW;;;
7492;Lobhitvā;;Lobhitvā;;to Desire greatly;0;1;Sanskrit;MW;;;
7493;Lochaka;लोचक;Lochaka;लोचक;Pupil of Eye;0;1;Sanskrit;MW;;;
7494;Lochana;लोचन;Lochanā ;लोचन;Illuminating, Brightening;0;1;Sanskrit;MW;;;
7495;Lochan ;लोचन;Lochanā;लोचन;the Eye, a Buddhist Goddess;0;1;Sanskrit;OD;MW;*;
7496;;;Lochani;लोचनी;Buddhist Goddess;0;1;Sanskrit;MW;;;
7497;Lochate;लोचते;Lochate;लोचते;See, Perceive;0;1;Sanskrit;MW;;;
7498;Lochayati;लोचयति;Lochayati;लोचयति;to Shine, to Speak;0;1;Sanskrit;MW;;;
7499;Lochita;;Lochita;;will See, will Perceive;0;1;Sanskrit;MW;;;
7500;Lodhra;लोध्र;Lodhra;लोध्र;Tree 'lotus bark tree' symplocos racemosa;0;1;Sanskrit;SD;;;
7501;Loha ;लोह;Loha ;लोह;Red, iron, metal;0;1;Sanskrit;MW;;;
7502;Lohajit;लोहजित्;;;Diamond, conquering iron;0;1;Sanskrit;MW;;;
7503;Lohavara ;लोहवर;Lohavara ;लोहवर;Gold, most precious metal;0;1;Sanskrit;MW;;;
7504;;;Lohinī ;लोहिनी;Red;0;1;Sanskrit;MW;;;also: Lohinee
7505;;;Lohinikā;लोहिनीका;Red;0;1;Sanskrit;MW;;;also: Lohinikaa
7506;Lohitaka;लोहित;Lohitā ;;Red, planet Mars, snake;0;1;Sanskrit, Hindi;SD, HD;;;
7507;Lohitaka;लोहितक;Lohitikā ;;Red;0;1;Sanskrit;MW;;;
7508;Lohottama;लोहोत्तम;;;Gold, the best metal;0;1;Sanskrit;MW;;;
7509;Loka;लोक;;;World, sky, space, heaven, Earth a section of the universe;0;1;Sanskrit;MW;;;
7510;;;Lokadhārinī;;name of the Earth;0;1;Sanskrit;MW;;;also: Lokadhaarinee
7511;Lokadharma;लोकधर्म;;;the nature of the World, Worldly condition ;0;1;Sanskrit;MW;;;(Buddhism)
7512;Lokadhata;;Lokadhata;;name of Shiva, Lord of three Worlds ;0;1;Sanskrit;TS;;;
7513;Lokadhātri;लोकधातृ;Lokadhātri;लोकधातृ;Creator of the World, name of Shiva;0;1;Sanskrit;MW;;;
7514;;;Lokadhātrī ;लोकधातृ;name of the Earth;0;1;Sanskrit;MW;;;
7515;Lokadhātu;लोकधातु;Lokadhātu;लोकधातु;region of the World ;0;1;Sanskrit;SD;;;also: Lokadhaatu
7516;Lokadhipa;लोकाधिप;;;Ruler of the World, King, a God;0;1;Sanskrit;MW;;;
7517;Lokahita;लोकहित;Lokahita;लोकहित;Beneficial to the world or to humankind;0;1;Sanskrit;SD;;;
7518;Lokajit ;लोकजित्;;;World Conqueror, a Buddha;0;1;Sanskrit;MW;;;
